text,published,source,sentiment
"Lupakan segala kegagalan Timnas di semua kelompok umur, saatnya kita satukan suara untuk mendukung Coach terbaru Timnas Senior semoga bisa membawa Tmnas Senior kearah yg lebih baik lagi dg prestasi yg membanggakan 280 juta masyarakat Indonesia.
 
 Siapa pun pelatih terpilih kita semua wajib mendukungnya, jangan lagi membanding2kan dengan pelatih2 sebelumnya.",2025-12-18T10:43:21Z,Youtube,Positive
"Kt lihat saja nanti hasilnya,semoga sukses di timnas walupun tdk mudah karna musuh sebenarnya bukan dr luar melainkan dari dalam seperti yg sudah""",2025-12-18T08:55:21Z,Youtube,Neutral
Pejabat kita itu perlu di pebaiki akhlaknya jepang maju karna pejabatnya jujur dan beraklak,2025-12-20T14:46:08Z,Youtube,Neutral
SAYA TAK YAKIN Herman BISA SAMA Ddr STY,2025-12-18T12:33:53Z,Youtube,Negative
Pemain abroad kok turun semua yaaa ?,2025-12-19T05:38:34Z,Youtube,Neutral
Sangat disayangkan tentunya jika Persib benar-benar mendatangkan Martin Pais kenapa harus kiper yang diburu padahal kalau menurut aku kiper sudah bagus di Persib dan lebih baik daripada mengejar penjaga gawang lebih baik mengejar pemain yang benar-benar berkualitas contoh seperti playmaker atau striker yang mematikan karena bagaimanapun juga persis akan berlaga di champion 2 dan mewakili bangsa Indonesia seharusnya lebih bermanfaat lagi apabila Persib mencari pemain yang berkualitas seperti playmaker atau striker dengan biaya setinggi langit Persib bisa mendapatkan striker yang berkualitas yang memiliki visi dan misi pemain membawa bola dan memiliki kekuatan untuk mempertahankan bola,2025-12-18T15:54:06Z,Youtube,Neutral
"Jangan serius2 John melatihNya,entar kena pecat ditengah jalan😅.",2025-12-18T13:10:02Z,Youtube,Negative
"Pak prabowo saja tdk bisa turunkan ET apalagi cuma netizen, suporter,sebagian para elite pssi, dpr terbukti kan",2025-12-18T14:20:40Z,Youtube,Neutral
"Ya ..., semoga Si John bisa lejih sukses drpd STY. Meskipun aku g begitu yakin .....",2025-12-18T13:19:52Z,Youtube,Negative
Waduuuh Martin paes KLO ke Persib ituh duit nyah dari mana....apah bisa membeli pemain se kelas paes ...KLO jadi gimana .jadi nyah.klub lain saling sikut nung gak gajih....tuuuuh..,2025-12-18T11:35:03Z,Youtube,Neutral
Jangan lah paes main di liga Indonesia ntar numpuk pemain nasional main di Liga Indonesia,2025-12-18T11:56:14Z,Youtube,Neutral
Kembapikan sty aja,2025-12-18T18:05:36Z,Youtube,Negative
erik tohir asli y mafia bola indo jd jangan nuduh yg lain,2025-12-18T13:25:03Z,Youtube,Neutral
"saya bukan buzer sty apa lagi Buzer nya Erik Tohir tetapi saya dukung siapa pun pelatih nya,,,,uraaa",2025-12-18T14:18:33Z,Youtube,Neutral
Jgn ada beli tiket klu timnas main,2025-12-20T10:05:46Z,Youtube,Negative
Mafia negeri ini kpn berakhir😢 sedih,2025-12-19T10:27:01Z,Youtube,Neutral
Jangan jangan paes plss club lokal ayolah cok jangan serakah,2025-12-18T14:14:03Z,Youtube,Negative
Exco mau lengserkan Tohir ..,2025-12-18T14:27:13Z,Youtube,Neutral
Klo udh dapet pelatih baru buat timnas kita yg penting d PSSI nyah bisa sadar karna sadar itu bisa menyadarkan diri kita yg tadinya kurang baik bisa jdi baik yg tadinya baik bisa lebih baik jdi pekerjaan juga jdi baik g LG amburadul,2025-12-18T17:21:48Z,Youtube,Neutral
Belum apa² omonganmu terlalu tinggi min.. 😂,2025-12-18T12:37:14Z,Youtube,Negative
Sehebat apapun timnas.... kalau pelatihnya Indra Sjafri....hhhuuuuuu,2025-12-18T13:33:18Z,Youtube,Negative
"Selamat datang masa² kegelapan ""sepakbola Indonesia "". 😰🥵😡😭😭😭",2025-12-18T23:30:26Z,Youtube,Negative
"Jika pelatih yg ini sama kayak patrick, pssi dan exco nya harus di ganti semua, jangan hanya gonta ganti pelatih tapi harus pssi dan exco nya di ganti",2025-12-18T12:28:23Z,Youtube,Negative
Semua orang tau pemain keturunan hebat semu cara mainnya kalau main di club tapi kalau main untuk timnas sudah mulai kehilangan sentuhan kenapa ya,2025-12-19T07:35:45Z,Youtube,Neutral
Spapun pelatihnya klo federasinya mafia/kacau yaa zonk jg alias gatot😂😂,2025-12-18T12:46:31Z,Youtube,Neutral
"Boleh juga kita lirik lSL lbih jauh, klu paes & pelupesy gabung PSB' klu untuk tim nas kayanya masih gk Mut..🤣",2025-12-18T12:40:30Z,Youtube,Neutral
Ya klw sya siapapun platihnya dkung.. Tpi klw ujung2nya kya pltih kmarin.. Fans pun malah pada males nonton pk erik. Klw bisa yg meyakinkn pilih platihnya..,2025-12-18T22:27:26Z,Youtube,Neutral
"Srhebat2 nya pemain eropa bgi ku kalo maen di liga indo hnya akan mnurunkan skill dan pamor, trbukti pasti akan beda class,",2025-12-19T11:25:48Z,Youtube,Neutral
"Saatnya menatap piala dunia 2030,,, jgn ksh kendorrr,,, mulai skg csri pelatih berbobot dgn target lolos piala dunia 2030,, hanya piala dunia yg bisa menghapus luka piala dunia 2026 terobati,,, gk ada yg lain lagi,,,bahkan juara piala Asia ato 10 kali juara Aff cup senior msh kalah jauh",2025-12-19T06:07:04Z,Youtube,Positive
Siapa sih pelatih timnas senior??? Dari Belanda bronkosh ??? Atau jenvedman ???,2025-12-18T23:15:02Z,Youtube,Neutral
Naik Kan Dulu Super 1 Indonesia Biar Naik Peringkat Kalo Mau Piala Dunia,2025-12-20T14:20:50Z,Youtube,Neutral
Entar udah jadi platih lagi bagus2nye uler tanah muncul towel ngoprak oprak bikin gaduh lagi,2025-12-19T09:41:48Z,Youtube,Neutral
"Meskipun pelatihnya Ancelotti, kalau masih ada mafia di PSSI sama saja. Liat aja sea games....",2025-12-19T02:44:12Z,Youtube,Neutral
Allah SWT pengecut menangani mafia di PSSI dan di luar PSSI ketakutan Allah SWT menghadapi mereka... malaikat Jibril saja takutnya luar biasa menangani mafia mafia di PSSI koruptor di pemerintahan sangat ketakutan Allah SWT😂😂😂😂😂😂😂😂😂,2025-12-21T03:07:18Z,Youtube,Neutral
Pak anton harsoyo saya kurang sependapat dgn bapak... tapi di negara yg demokrasi ini sah2 aja dan sy menghormati pendapat bapak... saya gk setuju kalo pelatih timnas harus mau mendrngarkan exco atau federasi harus menjaga hubungan seperlunya saja karena kalo di berikan space biadanya karakter orang indo banyak mau banyak minta... saya setuju kalo sty menjaga jarak karena di sepakbola indonesia intervensi dr federasi selalu ada... blm menjaha dr mafia2 sepakbola .. jadi apa yg di lakukan sty sdh benar menurut saya... untuk membentengi diri dr federasi dan gangguan mafia.,2025-12-21T05:17:14Z,Youtube,Neutral
Belum terbukti.......kalo bisa tahan sama mafia bola baru hebat....,2025-12-21T02:09:45Z,Youtube,Neutral
"selama masih ada mahafia di tubuh pssi sampe kiyamat pun ga bklan maju,beda jepan disiplin mangkanya dr segala bidang maju.",2025-12-21T04:33:41Z,Youtube,Neutral
"Ngomong itu gampang,,,!!! tp klo pssi di pegang p erick ,, sangat optimis s bola / timnas maju,,,!!! Kasih waktu 5 -10 thn yakin aku,,,klo ingin instan tdk usah bahas bola tp main sulap sj...maaf Yg bikin gaduh itu komentator dan pembuat konten wkwkwk..",2025-12-21T03:10:23Z,Youtube,Neutral
"Jesus casas punya aura Besar sbg pelatih,,",2025-12-21T04:17:23Z,Youtube,Positive
"Calon Ketum:bung Joy
 Wakil:bung harpa A0",2025-12-20T16:03:22Z,Youtube,Neutral
"Faktor paling utama sepk bola tdk maju"" Menurut saya adanya di jajaran pssi orang"" Politik,,, saya yakin klo di tubuh pssi tnpa ada org politik sepk bola akan maju,,, bukti secuilnya klo anda"" Lihat dg mata kepala sendiri,, RUMPUT JIS,, JIS di bangun dari pondasi sampe rumput sejujurnya udah memenuhi standar FIFA,, sejak rumput di ganti tengoklah smpe sekarang apa rumputnya pernh lebih bagus dri sblm di bongkar?? Jawabnnya tidak kawan"" Bahkan lebih buruk,, itu karena apa?? Itu karena panasnya politik jadi stadion aja jadi alat panggung para pejabat politik,,",2025-12-21T03:47:48Z,Youtube,Neutral
"Kalian juga pengamat yg ikut berpolitik jadi buzzer penguasa tdk menghargai proses selalu instan, sepakbola Indonesia ga akan maju ga akan kemana mna,Anton Sanjaya bukan nya anda termasuk orang yg membenci STY...?",2025-12-21T02:15:59Z,Youtube,Neutral
Herman out...,2025-12-21T04:10:53Z,Youtube,Negative
"Krn indo bukan negara bola jadi wajar ng maju2, lagi pula indo kan cuma yg terkenal fanatiknya aj d mn2!!",2025-12-20T14:01:00Z,Youtube,Neutral
Siapapun pelatihnya yg penting bisa membuat Timnas Garuda lebih baik & bisa membawa ke WC 2030,2025-12-18T12:10:05Z,Youtube,Neutral
Yg penting smua pihak satu tujuan mambangun sepak bola nasional jgn ada kepentingan pilitik malu sbgi bangsa yg besar olah raga nya msh ter puruk .Itu yg hrs di sikapi,2025-12-19T10:50:37Z,Youtube,Neutral
Dan yg penting dan terpenting tdk menerima pemain titipan dari siapapun.....,2025-12-19T05:58:56Z,Youtube,Neutral
MANTAP JOHN HERDMAN MUDA2AN TIMNAS JUARA FIFA ASEAN DAN JUGA BISA BERSAING DI FIFA SERIES 👍,2025-12-18T14:36:18Z,Youtube,Positive
Paes jgn ke liga konoha dulu sayang bgt kualitas nya .😅,2025-12-18T13:34:43Z,Youtube,Neutral
Alhamdulilah Thanks God Semoga Sukses 👍🔥,2025-12-18T10:55:02Z,Youtube,Positive
"Saya menunggu narasi pusingnya pelatih baru melatih tim lokal yg tau ndrilah gmn passing,finishing dan control nya kyk gmn ?
 Lngsung melatih taktik strategi atau melatih pola dasar dlu kyk era STY dulu .😅",2025-12-18T19:15:48Z,Youtube,Neutral
Mudahan pelatih baru lebih baik dr yg sebelumnya baru LBH oke dr yg lama,2025-12-18T22:39:38Z,Youtube,Positive
Semoga sukses,2025-12-18T11:22:33Z,Youtube,Positive
"Semakin ke sini, ngikuti PSSI malesss..kembali ke setelan pabrik!!
 Pelatih sea games bapuk dan ampass..rencana pemilihan pelatih kepala timnas senior yg tidak transparans..selalu pilihan ET dari Belanda😂",2025-12-18T11:22:10Z,Youtube,Negative
Yang harus di ganti itu ketua PSSInyaa bukan peltih,2025-12-18T12:49:09Z,Youtube,Neutral
"Sudah diprediksi dari awal
 Akal akalan naturalisasi 
 Ujungnya supaya bisa main di liga 1",2025-12-18T12:46:19Z,Youtube,Neutral
Selama Ketua PSSI masih Erick Thohir dan ada Cucunguk Aria Sinulingga.... Jangan harap STY masuk Timnas Indonesia....,2025-12-18T11:57:16Z,Youtube,Neutral
Jika gagal terima karena ga bisa yg bisa bangkitkan timnas kecuali STY. We will see,2025-12-18T11:21:55Z,Youtube,Neutral
Biar didatangkan pelatih hebat namun kalau masih daging eropa jangan berharap timnas Garuda bisa terbang tinggi lagi atau sebaliknya akan nyonyor kembali .,2025-12-18T13:12:37Z,Youtube,Negative
"Entah iya entah tidak
 Klu ET tak OUT jgn harap timnas akan berjaya",2025-12-18T16:31:29Z,Youtube,Neutral
Saya kurang yakin bisa bisa tambah parah melebihi petrik,2025-12-18T14:59:23Z,Youtube,Negative
Andai kan saja ketua dan exco bisa dgnti2 seperti pelatih ..baru sty kembali ..hanya sty hanya sty hanya sty,2025-12-18T14:32:46Z,Youtube,Neutral
gak yakin bisa seberhasil STY di ind....pelatih eropa gk ada yng sesukses STY,2025-12-18T11:56:17Z,Youtube,Negative
Jaktim hadir sore....😊,2025-12-18T10:47:12Z,Youtube,Neutral
Tanggungbange sekalian emiljugasekaligus jangan kitaganggu kipertimnas kita,2025-12-20T08:34:50Z,Youtube,Negative
"Baru mulai.
 Kabar mulai muncul",2025-12-20T14:46:38Z,Youtube,Neutral
Di luar negeri jadi asisten di Indonesia jadi pelatih,2025-12-18T13:11:11Z,Youtube,Neutral
aduhhh rek mlempem opo renyah ..,2025-12-18T12:57:55Z,Youtube,Neutral
Jadi pelatih timnas Indonesia..menang di pecat kalah di pecat😂😂,2025-12-19T16:20:23Z,Youtube,Neutral
Yo John He'd men yooooo,2025-12-19T09:43:58Z,Youtube,Positive
Van Bronckhorst 👍,2025-12-19T10:27:38Z,Youtube,Neutral
buktikan di fifa series pelatih baru itu momen yg pling tepat buat naik level,2025-12-18T14:53:42Z,Youtube,Positive
Kemana ga ada gembor gembor pemain naturalisasi lagi siapa pemain naturalisasi yg baru,2025-12-18T14:59:04Z,Youtube,Neutral
Semoga bnyak kerja ga sibuk main golf dan main iklan .. 😂😂,2025-12-20T14:02:28Z,Youtube,Negative
Gak usah jauh jauh....tengok japan.....pemainnya kuat kuat cepat cepat...pintar pintar....pelatihnya bagus bagus.,2025-12-21T08:34:26Z,Youtube,Negative
Kalau di kasih kesempatan melatih dua bulan atau sebentar gak bisa sekurang kurangnya beberapa tahun seperti sty sampai lima tahun,2025-12-20T11:13:13Z,Youtube,Neutral
"Mewah dari Hongkong, klu mulai dr Nol lagi...!!",2025-12-20T11:59:30Z,Youtube,Negative
"Habis di Sanjung Setinggi langit ke 7 trus di Banting,itulah SDM fans indonesia",2025-12-21T05:46:13Z,Youtube,Neutral
Paur ngampleh deuii,2025-12-20T23:28:07Z,Youtube,Negative
Aa trauma dengan kata pelatih dan staf pelatih terbaik 😭😭😭,2025-12-20T11:35:40Z,Youtube,Negative
MEWAH MEWAH BUKTIKAN DULU PRESTASINYA !!!CUUUK,2025-12-20T10:58:59Z,Youtube,Negative
"mari kita lihat spt apa hebatnya dia melatih,,,yg jelas saat ini coach Nova udah berhasil.",2025-12-20T15:11:49Z,Youtube,Neutral
"Gak usah gembar gembor dulu dengan kemewahan tim kepelatihan & kemewahan sekuad... biarlah fakta dilapangan yang bisa membuktikan ... kami sebagai pencinta sepak bola timnas garuda, gak mau kecewa untuk kedua kalinya ...",2025-12-20T17:09:47Z,Youtube,Negative
Ngeri mafia Indonesia,2025-12-21T09:07:09Z,Youtube,Neutral
Kami ngamu pelatih baru kami mau sty kembali jadi pelatih tims indonesia untuk kemajuan timans indonesia di plia asia dan pila dunia betul kan bor kumah barudak well,2025-12-20T15:08:34Z,Youtube,Negative
"wajah John herdman mengingatkan pada wajah Simon, wajah yang meragukan",2025-12-21T02:20:19Z,Youtube,Negative
Mewah saja tidak cukup tanpa hasil,2025-12-20T15:50:38Z,Youtube,Negative
Kami seforter gk bth janji manis senyap hasil maksimal buktikan.....,2025-12-20T11:23:43Z,Youtube,Negative
Min jangan bikin narasi yg berlebihan takutnya kalo ga sesuai ekspektasi jd kecewa. Dukung n doakan aja smoga suksss di indonesia. Amiiin,2025-12-20T12:59:35Z,Youtube,Positive
Bias a godaan dsini bnyak cacian dan pujian.harus jangan terbuai dsini.tetap merendah namun belajar terus agar lebih baik,2025-12-20T14:28:29Z,Youtube,Neutral
"Pemimpin federasinya lucu dan unik, pelatihnya udah teruji eh malah diganti sama pelatih pilihan mafia hadeuh kocak",2025-12-20T12:13:56Z,Youtube,Negative
Mewah2 nanti mewek😢,2025-12-20T10:50:59Z,Youtube,Negative
"Cuma sty yg bisa membangun timnas indonesia dengan pemain seadanya tanpa byk nuntut ini itu
 Mampu memaksimalkan pemain abroad yg ada dgn pemain liga lokal",2025-12-20T20:39:28Z,Youtube,Negative
"🤣🤣🤣 siap"" timns Garuda dijdikan kelinci percobaan sama sitohir dngn merekrut pelatih eropa Abal"" kacangan lagi",2025-12-18T13:41:29Z,Youtube,Negative
Jangan harap timnas Garuda bisa terbang tinggi lagi sperti era STY dulu kl semua exco PSSI n kelompotan towel cs blm dibuang kelaut,2025-12-18T12:39:44Z,Youtube,Negative
"Persib jangan kebanyakan ambil pemain naturalisasi timnas,,,,nt bila timnas main hampir smua pemain Persib i bisa di panggil timnas,,,Persib akan rugi..",2025-12-20T03:17:08Z,Youtube,Neutral
GK yakin gua sama pelatih ini,2025-12-18T15:50:28Z,Youtube,Negative
MARTEN PAES NGAPAIN KE SUPER LEAGUE,2025-12-18T11:40:24Z,Youtube,Neutral
GK usahhh biar PSSI bnyak dramaaaaaaaaaaaaaaaaaaaaaaaaaaa buang duit dn hrga dri bgsaaaaaaaaaaaaaaa yg d kncah bola sepak GK seberapa itu🤭🙏🙏,2025-12-19T11:30:37Z,Youtube,Negative
"Siapapun pelatihnya kalau masih banyak politik busuk, sulit tuk maju, buang esconya, cari yg ga berpolitik😅",2025-12-18T15:14:43Z,Youtube,Negative
Kosongkong aj kalau timnas main ... Bukan gak nasioanalis tpi masih banyak bayangan mafia,2025-12-20T04:08:20Z,Youtube,Negative
Era kegelapan dimulai saat STY dipecat,2025-12-18T12:51:57Z,Youtube,Negative
Bujuk timur spy dia pegang kelompok umur dgn coach Nova dari U17 - U23 ...,2025-12-18T11:35:15Z,Youtube,Neutral
Kenapa tidak ambil...pelatih Tom Cruise..bintang film gagah...Hol ywood baru Keren timnas Garuda keoq...😂😂😂,2025-12-19T00:48:46Z,Youtube,Negative
Tergantung pola pikir masing2...kl aku siapapun pelatihnya akan nonton timnas....tidak peduli menang kalah....,2025-12-18T22:39:52Z,Youtube,Neutral
Sty❤❤❤❤satu satunya untuk timnas,2025-12-19T15:59:38Z,Youtube,Negative
dah malas ngikutin timnas sekarang,2025-12-18T12:48:34Z,Youtube,Negative
"Kasihan Masi ada yg belum move on dari sty, padahal sty 4 tahun tidak ada hasil, baru Thun ke 5 kelihatan hasil bisa Bawa timnas ke semifinal piala Asia. Realistislah fans yg masih di dunia masa lalu. Kamu kalau putus pacar jgn ngarep dia mau kembali, 😂Cepat move on krn ada yg jauh lebih baik dari sang mantan.",2025-12-18T16:32:14Z,Youtube,Positive
PSSI sk lelucon,2025-12-18T13:37:46Z,Youtube,Negative
Kayaknya Persib sudah semi timnas.,2025-12-18T13:10:49Z,Youtube,Neutral
Yaa KL pelatih selain STY saya yakin 100% stadion pasti kosong.,2025-12-18T13:23:17Z,Youtube,Negative
"Pelatih baru paling ga lama udah ga kuat...dan Indonesia selalu di posisi kelam...ibarat ayam masuk lubang.,..susah untuk keluar....",2025-12-18T17:12:23Z,Youtube,Negative
Persib hobi rekrut pemain naturalisasi,2025-12-18T16:14:35Z,Youtube,Neutral
Padahal sudah jelas sty yg mampu membawa timnas ke level tinggi dalam sejarah saja hanya era sty yg mampu kalah kan arab berarti sty lah yg cocok bwt jadi pelatih untuk timnas ngapain cari pelatih yg ga tau cocok dan tidak nya untuk timnas,2025-12-19T02:28:50Z,Youtube,Negative
"HEI FANS TIMNAS SEMUANYA, JANGAN MAU DIBODOHI TOHIR DKK SOAL PELATIH BARU. ITU TAKTIK MEREKA MEREDAM FANS. MEREKA ITU MAFIA. 😡 MARI BERSATU PULANGKAN STY ❤ UNTUK KITA, UNTUK TIMNAS TERCINTA.",2025-12-18T14:12:40Z,Youtube,Negative
Apa yg mau kita harapkan dari PSSI dgn membawa pelatih terbaik di jagat raya ini? Selama org2 mafia masih duduk dipengurus PSSI hancur ini sepak bola. Jadi jgn berharap....,2025-12-19T23:23:03Z,Youtube,Negative
semoga habis gelap terbitlah terang bangkit lagi sepak bola indonesia,2025-12-18T11:06:14Z,Youtube,Positive
"PSSI cari pelatih yg bs di dikte & berjudi , bkan yg berkualitas.
 simpel aja.
 STY di pecat krn enggk mau di dikte & g bs di pksa mengalah sm lawan spy bs cair.😂",2025-12-19T11:54:49Z,Youtube,Negative
Bosen Gonta ganti pelatih ujung ²Nya jika gagal pecat ditengah jalan .... Ketum PSSI egonya tinggi takut Mafia Bola saya yakin apa yg diprediksi melalui mata bathin ALM.KH.Abdurrahman Wahid ( Gus Dur) TIMNAS Indonesia Masuk PILDUN ditangan pelatih mata Sipit STY,2025-12-18T12:03:18Z,Youtube,Negative
semoga timnas indonesia HABIS GELAP TERBITLAH HUJAN.. di bawah pelatih baru mampu menang lawan philipina..,2025-12-18T11:52:24Z,Youtube,Positive
Apa kabar para mafia Indonesia apa kalian masih hidup enak dari uang haram semoga kalian cepat dapet ajab yang paling pedih,2025-12-18T11:04:34Z,Youtube,Neutral
Selain STY siapa pun pelatih nya timnas Indonesia akan hancur lihat saja,2025-12-18T12:44:34Z,Youtube,Negative
Merusak md timnas,2025-12-18T11:46:34Z,Youtube,Negative
"Sebaik apapun pemain timnas kita kalo mereka tidak cocok sama pelatih, percuma juga, kasian mereka dh bersinar di clup tapi redup di timnas padahal mereka berharap bersinar juga di timnas kita,semangat kalian semoga PSSI sehat dari penyakit judol😂😂",2025-12-21T07:58:18Z,Youtube,Negative
Asal jgn sintayonglah sy dukung yg dukung sintayong minggir kelaut ngk laku,2025-12-20T10:43:53Z,Youtube,Negative
Semoga ngak gabung liga satu amin langsung ancur total karirnya 😮 amin,2025-12-18T11:23:40Z,Youtube,Negative
Insyaallah hancur lebur TIMNAS. Payah kalau di dalam PSSI banyak mafia nya. Kembali ke jaman JAHILIAH TIMNAS KU,2025-12-19T15:15:16Z,Youtube,Negative
"Sy suka pola permainan STY (tiki taka) krn simple dan enak d lihat, nah yg baru ini katanya pola permainan kurang lbh sama sperti STY (tiki taka) bs d lihat dr formasi yg biasa dia pakai, yaitu 3-4-2-1, artinya dia lbh byk memainkan bola d tengah, tp itu hanya prediksi sy aja, krn biasanya kalau formasi yg sperti 3 5 2, 4 5 1, 3 4 2 1, atau bahkan 3 6 1, biasa utk memperkuat memainkan bola d tengah,",2025-12-18T17:24:54Z,Youtube,Neutral
Omong kosong apa lgi ini...,2025-12-18T17:17:39Z,Youtube,Negative
Mau Pelatih nya kelas dunia klo Pelatih nya Nurut sama Mafia Bola di Kepengurusan PSSI jngan Harap Timnas Indonesia bisa tampil di Level tertinggi Dunia,2025-12-20T13:08:23Z,Youtube,Negative
Erik Out...!!,2025-12-18T11:50:18Z,Youtube,Negative
"Silahkan ganti pelatih selain Sty, tapi aku yakin belum tentu bisa lebih berkembang seperti waktu dilatih STY, jangan2 tambah merosot dan buang2 uang PSSI yang sudah banyak uang terbuang percuma gara2 keputusan Erik Tohir. Pandangan ku akan semakin terpuruk timnas, semoga aja salah.",2025-12-19T10:23:14Z,Youtube,Negative
